Id,SalePrice
2116,120087.24
2117,156134.12
2118,117808.5
2119,109173.5
2120,111248.83
2121,113897.5
2122,111784.5
2123,90805.5
2124,172510.5
2125,130261.92
2126,156972.9
2127,151009.73
2128,135748.1
2129,107715.04
2130,144199.68
2131,149067.02
2132,120610.54
2133,123166.54
2134,118325.0
2135,112822.0
2136,87465.58
2137,117719.58
2138,138897.15
2139,152344.5
2140,134102.75
2141,145261.1
2142,139165.12
2143,148907.13
2144,119105.5
2145,133782.0
2146,155773.5
2147,175290.5
2148,123275.33
2149,133579.75
2150,210175.8
2151,137125.74
2152,178555.5
2153,159412.37
2154,110992.0
2155,123712.88
2156,230831.4
2157,231284.2
2158,233195.47
2159,221593.95
2160,176036.88
2161,252809.87
2162,402157.24
2163,334703.57
2164,247596.37
2165,184471.45
2166,144640.92
2167,201111.0
2168,215354.5
2169,192462.9
2170,221863.75
2171,149212.5
2172,139883.12
2173,174630.22
2174,250916.63
2175,289594.4
2176,328307.04
2177,259751.77
2178,229319.99
2179,139880.5
2180,191600.05
2181,193298.45
2182,224221.33
2183,198390.82
2184,138331.75
2185,140550.7
2186,146274.25
2187,150930.5
2188,156739.82
2189,177759.22
2190,84202.0
2191,88873.5
2192,88543.5
2193,106210.0
2194,102847.78
2195,110169.0
2196,110568.5
2197,109043.79
2198,153032.65
2199,158761.87
2200,128351.0
2201,135565.17
2202,213576.42
2203,165636.5
2204,174003.87
2205,107042.0
2206,130890.75
2207,231605.25
2208,222586.11
2209,197677.0
2210,130940.51
2211,117608.5
2212,117760.54
2213,105708.04
2214,148075.06
2215,108870.5
2216,153297.27
2217,83664.5
2218,95871.08
2219,89082.0
2220,94150.0
2221,347142.91
2222,235893.72
2223,259014.01
2224,216112.14
2225,138866.04
2226,179991.37
2227,199763.93
2228,296362.77
2229,246613.71
2230,163237.95
2231,210552.42
2232,172602.94
2233,173437.03
2234,261665.05
2235,205124.12
2236,278442.5
2237,350986.38
2238,179254.29
2239,120123.75
2240,165021.62
2241,151404.5
2242,139460.0
2243,137428.65
2244,100350.0
2245,96511.0
2246,144189.25
2247,103489.54
2248,120345.64
2249,122273.14
2250,136908.0
2251,128646.34
2252,175195.8
2253,159014.02
2254,178521.07
2255,196513.5
2256,180923.62
2257,196657.4
2258,175725.49
2259,179079.64
2260,151618.5
2261,194412.78
2262,222992.46
2263,332540.01
2264,445639.96
2265,164130.6
2266,298887.98
2267,382487.48
2268,398655.89
2269,156629.06
2270,185229.37
2271,228631.9
2272,202710.05
2273,165164.0
2274,169688.9
2275,160609.22
2276,170581.35
2277,171233.0
2278,152505.14
2279,122722.64
2280,107803.0
2281,176674.34
2282,176773.01
2283,95685.0
2284,109078.66
2285,150048.55
2286,130068.0
2287,342517.93
2288,281450.85
2289,358311.78
2290,410032.84
2291,315675.95
2292,419912.78
2293,432723.68
2294,365738.75
2295,451451.43
2296,265379.61
2297,324378.52
2298,309014.95
2299,365080.97
2300,316624.47
2301,298662.61
2302,234348.43
2303,244142.33
2304,242059.65
2305,180967.34
2306,182064.11
2307,184175.85
2308,219016.79
2309,285185.32
2310,212905.04
2311,187379.22
2312,164769.87
2313,173749.25
2314,178928.11
2315,173925.78
2316,171979.8
2317,176574.38
2318,173568.75
2319,175651.3
2320,180008.0
2321,245528.13
2322,168342.51
2323,176164.73
2324,166633.66
2325,209680.54
2326,169538.05
2327,202070.37
2328,216497.31
2329,182938.5
2330,181368.85
2331,335157.53
2332,371746.52
2333,303723.21
2334,265732.34
2335,272533.11
2336,314669.76
2337,205071.43
2338,291467.56
2339,225919.89
2340,397511.63
2341,215494.77
2342,237760.2
2343,225965.6
2344,229193.91
2345,244819.19
2346,227055.51
2347,201208.55
2348,235760.88
2349,153477.74
2350,301336.16
2351,267882.95
2352,246680.6
2353,215381.0
2354,127653.5
2355,154741.4
2356,154213.6
2357,196688.23
2358,197627.0
2359,123324.83
2360,117183.0
2361,140003.0
2362,269206.53
2363,143417.05
2364,150708.02
2365,223048.01
2366,193673.49
2367,217242.39
2368,203154.33
2369,218559.8
2370,166018.0
2371,162709.79
2372,179515.1
2373,278101.43
2374,297022.2
2375,242476.51
2376,277320.66
2377,354956.91
2378,144006.0
2379,194929.0
2380,146741.0
2381,160365.32
2382,189166.12
2383,213101.63
2384,234406.82
2385,152617.5
2386,139937.0
2387,133336.0
2388,99004.5
2389,126750.45
2390,139314.33
2391,133626.5
2392,111963.0
2393,162528.1
2394,147078.5
2395,186178.0
2396,150832.0
2397,209218.0
2398,132426.0
2399,58214.0
2400,60334.0
2401,112743.5
2402,136682.5
2403,129757.4
2404,145876.9
2405,160214.4
2406,131935.5
2407,128754.25
2408,138623.5
2409,132695.5
2410,160126.0
2411,119409.0
2412,152262.25
2413,135918.0
2414,132235.0
2415,127300.02
2416,128224.57
2417,130625.5
2418,120802.0
2419,120610.64
2420,125566.5
2421,150997.0
2422,117251.05
2423,126222.65
2424,152432.45
2425,164386.41
2426,126845.25
2427,137744.98
2428,174622.99
2429,116120.5
2430,127925.5
2431,113481.0
2432,135816.5
2433,140972.0
2434,141020.0
2435,149286.5
2436,109042.4
2437,112371.5
2438,124489.64
2439,120869.18
2440,123991.0
2441,105690.09
2442,109613.88
2443,116406.0
2444,133616.5
2445,97406.04
2446,126204.1
2447,223566.33
2448,145192.79
2449,118189.5
2450,152250.42
2451,124036.46
2452,208606.38
2453,102688.5
2454,122195.4
2455,106717.08
2456,149444.02
2457,115143.5
2458,112667.04
2459,113591.5
2460,137300.67
2461,116729.58
2462,132431.65
2463,115162.5
2464,165473.53
2465,134318.18
2466,112386.0
2467,147591.91
2468,98300.7
2469,97257.54
2470,178901.0
2471,179842.64
2472,169838.56
2473,120522.02
2474,111158.05
2475,223813.79
2476,111600.88
2477,130982.37
2478,157182.6
2479,115311.5
2480,140255.69
2481,118811.25
2482,131933.8
2483,115650.5
2484,124265.0
2485,122493.5
2486,150373.5
2487,178098.6
2488,142033.24
2489,151403.5
2490,151300.25
2491,99980.0
2492,191545.0
2493,145009.33
2494,171229.24
2495,98799.5
2496,205587.82
2497,146992.84
2498,114772.0
2499,94980.0
2500,130462.5
2501,131122.5
2502,151688.84
2503,105730.54
2504,182265.28
2505,207214.45
2506,252475.44
2507,306002.85
2508,250469.44
2509,221269.33
2510,233447.88
2511,189060.33
2512,212496.58
2513,221778.59
2514,240077.93
2515,150636.1
2516,157712.25
2517,134189.32
2518,148297.75
2519,227767.66
2520,207941.4
2521,197605.3
2522,219530.26
2523,132683.19
2524,143071.8
2525,143391.2
2526,143386.5
2527,116839.5
2528,126621.14
2529,130460.1
2530,114403.5
2531,239331.4
2532,228654.36
2533,195895.94
2534,240071.1
2535,289869.8
2536,222286.08
2537,231051.39
2538,184703.72
2539,191678.59
2540,178281.85
2541,182508.0
2542,167780.17
2543,129719.35
2544,139959.5
2545,133530.33
2546,146829.0
2547,142145.53
2548,164962.61
2549,159038.08
2550,320116.41
2551,142936.33
2552,121974.1
2553,87855.0
2554,112738.75
2555,115905.0
2556,106106.5
2557,117019.0
2558,152198.83
2559,138502.71
2560,118666.88
2561,131814.5
2562,126098.35
2563,144406.05
2564,169065.5
2565,129204.73
2566,151863.36
2567,122945.5
2568,198214.2
2569,200678.28
2570,130347.51
2571,167533.08
2572,191533.85
2573,231725.89
2574,299119.56
2575,129197.18
2576,130082.29
2577,155780.22
2578,102049.88
2579,84313.0
2580,130375.21
2581,132533.03
2582,120621.0
2583,294258.15
2584,160240.56
2585,175103.09
2586,197885.82
2587,197051.1
2588,154774.9
2589,147137.7
2590,215951.48
2591,199846.1
2592,224564.81
2593,257068.72
2594,169201.16
2595,219488.04
2596,336993.87
2597,181138.36
2598,281350.91
2599,327741.0
2600,166865.3
2601,137966.7
2602,88837.0
2603,96316.0
2604,92432.5
2605,93568.0
2606,146278.3
2607,174551.42
2608,205596.7
2609,164730.44
2610,117615.64
2611,151109.5
2612,154516.55
2613,125708.5
2614,127399.5
2615,152384.25
2616,139095.7
2617,170120.55
2618,171396.5
2619,221466.24
2620,186456.32
2621,182670.45
2622,184717.82
2623,257728.36
2624,283329.46
2625,324447.25
2626,164281.5
2627,188453.97
2628,385276.47
2629,492265.07
2630,336180.64
2631,402594.63
2632,371509.41
2633,312434.59
2634,388061.01
2635,149620.1
2636,199157.17
2637,176221.26
2638,253403.86
2639,179042.5
2640,152920.1
2641,113335.6
2642,192807.85
2643,116468.99
2644,130799.33
2645,95903.0
2646,92305.0
2647,98614.0
2648,146919.6
2649,137471.74
2650,148652.65
2651,154875.0
2652,388248.82
2653,255514.18
2654,251541.64
2655,383539.14
2656,301787.03
2657,331748.35
2658,293983.58
2659,297507.09
2660,332236.06
2661,342579.58
2662,349249.94
2663,279260.67
2664,280815.62
2665,318529.98
2666,281923.49
2667,165109.39
2668,183024.2
2669,174262.76
2670,282833.72
2671,183284.11
2672,175924.74
2673,205572.82
2674,203419.62
2675,168820.03
2676,190334.33
2677,202358.03
2678,267743.63
2679,276176.89
2680,273001.76
2681,389399.33
2682,313106.86
2683,495333.09
2684,303137.1
2685,324336.28
2686,261872.89
2687,334535.07
2688,234371.09
2689,219677.2
2690,395493.84
2691,183357.05
2692,132815.4
2693,198776.93
2694,130242.5
2695,196965.94
2696,185650.64
2697,191303.88
2698,196707.5
2699,177783.32
2700,171041.45
2701,152676.58
2702,124730.0
2703,162009.34
2704,141341.5
2705,127849.0
2706,116624.0
2707,126287.0
2708,137456.0
2709,112621.5
2710,124344.6
2711,276032.66
2712,363549.62
2713,175783.53
2714,149397.93
2715,165748.04
2716,161947.78
2717,190696.11
2718,235631.43
2719,155237.0
2720,164902.5
2721,142681.1
2722,169184.47
2723,145109.1
2724,129256.0
2725,135311.25
2726,147732.5
2727,176502.32
2728,169693.0
2729,157454.4
2730,143944.5
2731,119682.5
2732,116444.85
2733,155147.82
2734,151996.84
2735,132702.25
2736,144511.75
2737,120806.5
2738,130944.2
2739,159401.82
2740,142620.75
2741,140004.0
2742,151553.32
2743,149284.25
2744,146475.75
2745,136894.0
2746,131651.0
2747,152441.78
2748,125565.5
2749,128841.25
2750,132343.0
2751,127183.0
2752,226210.61
2753,151888.0
2754,201429.2
2755,126283.9
2756,96990.5
2757,77731.5
2758,93040.5
2759,151558.5
2760,138726.92
2761,145918.25
2762,147785.25
2763,193849.5
2764,168503.35
2765,265394.77
2766,132989.42
2767,94994.5
2768,120996.06
2769,122400.5
2770,152668.45
2771,122064.5
2772,127315.14
2773,139452.0
2774,132600.0
2775,130638.0
2776,138884.24
2777,150766.52
2778,123402.5
2779,124603.0
2780,107632.75
2781,107538.66
2782,100758.0
2783,103208.54
2784,128583.7
2785,134841.3
2786,81421.0
2787,119378.5
2788,82164.5
2789,223411.18
2790,98971.74
2791,124208.5
2792,82774.5
2793,177690.83
2794,105779.5
2795,113855.54
2796,108365.0
2797,175640.73
2798,123752.44
2799,114385.88
2800,86935.04
2801,116742.0
2802,133981.0
2803,148727.14
2804,160145.16
2805,97119.04
2806,97175.5
2807,152689.62
2808,149486.5
2809,128897.6
2810,137547.5
2811,160371.5
2812,145871.1
2813,164638.29
2814,164943.66
2815,106260.6
2816,236912.78
2817,144754.35
2818,130006.3
2819,184348.39
2820,131180.75
2821,109777.5
2822,185462.3
2823,219055.4
2824,174758.0
2825,159859.17
2826,133242.0
2827,141946.34
2828,209872.9
2829,163736.73
2830,231388.98
2831,183885.24
2832,227138.79
2833,299747.92
2834,224701.64
2835,217010.24
2836,191979.48
2837,167856.85
2838,148914.53
2839,179950.0
2840,193216.08
2841,201475.55
2842,225233.4
2843,148828.81
2844,156798.72
2845,121345.54
2846,207396.15
2847,197903.0
2848,229113.07
2849,201180.9
2850,284469.13
2851,227130.91
2852,228483.5
2853,232661.05
2854,137690.0
2855,192334.49
2856,212049.2
2857,188810.97
2858,196909.82
2859,136135.9
2860,128039.5
2861,127841.5
2862,194812.15
2863,121089.1
2864,269008.08
2865,141879.33
2866,135660.42
2867,101679.0
2868,119708.42
2869,118074.71
2870,156058.5
2871,103862.0
2872,66867.5
2873,104290.5
2874,140078.37
2875,114145.7
2876,154061.52
2877,141090.05
2878,165764.47
2879,141753.87
2880,104561.08
2881,161088.18
2882,163094.74
2883,172195.3
2884,176376.05
2885,183675.83
2886,207898.0
2887,111251.0
2888,127675.04
2889,64707.5
2890,94358.04
2891,136236.08
2892,68009.0
2893,106981.34
2894,72758.0
2895,326593.33
2896,306827.23
2897,199650.78
2898,147829.15
2899,240658.94
2900,158541.85
2901,186900.4
2902,171600.56
2903,351542.25
2904,327493.12
2905,117376.16
2906,187324.12
2907,120169.5
2908,125403.54
2909,142371.57
2910,83984.0
2911,88752.0
2912,156814.25
2913,93300.0
2914,88994.0
2915,89160.5
2916,88984.0
2917,158303.0
2918,120860.0
2919,227147.36
